충전소위치,충전소위치상세,휴점일,이용가능시작시간,이용가능종료시간,완속충전가능여부,급속충전가능여부,급속충전기타입,완속충전기개수,급속충전기개수,주차료부과여부,행정구역,지번주소,도로명주소,관리업체,위도,경도,제공기관명,기준일,위도경도
신흥2리 리사무소,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 남원읍 신흥리 1756-1,제주특별자치도 서귀포시 남원읍 중산간동로 5807,환경부,33.3212412,126.7458903,환경부,20240926.0,"[33.3212412, 126.7458903]"
영락리사무소,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 대정읍 영락리 1282-2,제주특별자치도 서귀포시 대정읍 영락중동로 11,환경부,33.2582494,126.2108617,환경부,20240926.0,"[33.2582494, 126.2108617]"
산양리 다목적회관,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,제주시,제주특별자치도 제주시 한경면 청수리 3277,제주특별자치도 제주시 한경면 연명로 8-1,환경부,33.2927776,126.2340561,환경부,20240926.0,"[33.2927776, 126.2340561]"
경제통상진흥원,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,제주시,제주특별자치도 제주시 이도이동 390,제주특별자치도 제주시 연삼로 473,환경부,33.4991804,126.5401767,환경부,20240926.0,"[33.4991804, 126.5401767]"
도순마을회관,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 도순동 279-6,제주특별자치도 서귀포시 도순남로29번길 13,환경부,33.2506445,126.4753554,환경부,20240926.0,"[33.2506445, 126.4753554]"
성산국민체육센터,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 성산읍 오조리 1365-1,제주특별자치도 서귀포시 성산읍 일주동로 4024,환경부,33.4682635,126.90529,환경부,20240926.0,"[33.4682635, 126.90529]"
제주감귤농협유통사업단(2유통센터),알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 남원읍 신흥리 1555,제주특별자치도 서귀포시 남원읍 태신로130번길 170,환경부,33.3131621,126.7433747,환경부,20240926.0,"[33.3131621, 126.7433747]"
하례2리 마을회,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 남원읍 하례리 1742-1,제주특별자치도 서귀포시 남원읍 하례돈야로 83,환경부,33.29716,126.6089192,환경부,20240926.0,"[33.29716, 126.6089192]"
항일기념관,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 조천읍 조천리 1156,제주특별자치도 제주시 조천읍 신북로 303,환경부,33.5411518,126.6434387,환경부,20240926.0,"[33.5411518, 126.6434387]"
한국산업인력공단 제주지사,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 도남동 669-2,제주특별자치도 제주시 복지로 19,환경부,33.487857,126.5199165,환경부,20240926.0,"[33.487857, 126.5199165]"
서부하수처리장,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 한경면 판포리 1459-1,제주특별자치도 제주시 한경면 일주서로 4641,환경부,33.3720193,126.2081084,환경부,20240926.0,"[33.3720193, 126.2081084]"
애월국민체육센터,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 애월읍 하귀1리 199,제주특별자치도 제주시 애월읍 하귀동남1길 22,환경부,33.4852154,126.4139271,환경부,20240926.0,"[33.4852154, 126.4139271]"
건강쉼터,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 한경면 두모리 2962-1,제주특별자치도 제주시 한경면 두신로 118-6,환경부,33.353,126.1858,환경부,20240926.0,"[33.353, 126.1858]"
소공원 주차장,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 한림읍 귀덕리 3025-2,제주특별자치도 제주시 한림읍 귀덕9길 21-1,환경부,33.4423,126.2896,환경부,20240926.0,"[33.4423, 126.2896]"
유수암리사무소,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 애월읍 유수암리 1892-1,제주특별자치도 제주시 애월읍 유수암평화길 14,환경부,33.4413677,126.4031558,환경부,20240924.0,"[33.4413677, 126.4031558]"
저지 다온빌라 공용주차장,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 한경면 저지리 2114-31,제주특별자치도 제주시 한경면 저지12길 72-12,환경부,33.3376,126.2638,환경부,20240926.0,"[33.3376, 126.2638]"
환경시설관리사무소,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,제주시,제주특별자치도 제주시 회천동 294-22,제주특별자치도 제주시 송이길 226,환경부,33.4618791,126.6293836,환경부,20240926.0,"[33.4618791, 126.6293836]"
제주특별자치도 농업기술원,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,서귀포시,제주특별자치도 서귀포시 강정동 3458,제주특별자치도 서귀포시 중산간서로 212,환경부,33.2609,126.4893,환경부,20240926.0,"[33.2609, 126.4893]"
돈내코유원지 주차장,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,서귀포시,제주특별자치도 서귀포시 상효동 1460-3,제주특별자치도 서귀포시 돈내코로 120,환경부,33.3003988,126.5846516,환경부,20240926.0,"[33.3003988, 126.5846516]"
한림종합운동장 주차장,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,제주시,제주특별자치도 제주시 한림읍 한림리 887-2,제주특별자치도 제주시 한림읍 한림중앙로 71-9,환경부,33.409296,126.269752,환경부,20240926.0,"[33.409296, 126.269752]"
대륜 공영노외2주차장,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 법환동 1280,제주특별자치도 서귀포시 이어도로 901,환경부,33.2369029,126.5111702,환경부,20240926.0,"[33.2369029, 126.5111702]"
중문119센터,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 회수동 641-8,제주특별자치도 서귀포시 일주서로 669,환경부,33.252077,126.4222026,환경부,20240926.0,"[33.252077, 126.4222026]"
대정읍 노외4주차장,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,False,서귀포시,,제주특별자치도 서귀포시 대정읍 하모리 860-7,환경부,33.2233024,126.2541439,환경부,20240926.0,"[33.2233024, 126.2541439]"
대정청소년수련관,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,2,True,서귀포시,제주특별자치도 서귀포시 대정읍 하모리 1268-1,제주특별자치도 서귀포시 대정읍 동일하모로149번길 21-8,환경부,33.2276316,126.2478827,환경부,20240926.0,"[33.2276316, 126.2478827]"
제주동부경찰서,알수없음,연중무휴,09:00,18:00,False,True,DC콤보,0,3,True,제주시,제주특별자치도 제주시 이도이동 1234,제주특별자치도 제주시 동광로 66,환경부,33.5029407,126.5355465,환경부,20240926.0,"[33.5029407, 126.5355465]"
서귀포경찰서,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,3,True,서귀포시,제주특별자치도 서귀포시 법환동 731-1,제주특별자치도 서귀포시 신중로 27,환경부,33.255601,126.5082775,환경부,20240926.0,"[33.255601, 126.5082775]"
돌문화공원관리소,알수없음,연중무휴,00:00,24:00,False,True,DC콤보,0,4,True,제주시,제주특별자치도 제주시 조천읍 교래리 산 95,제주특별자치도 제주시 조천읍 남조로 2023,환경부,33.4460887,126.664233,환경부,20240926.0,"[33.4460887, 126.664233]"
쇠소깍 공영주차장,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 하효동 990-1,제주특별자치도 서귀포시 쇠소깍로 104,환경부,33.2538766,126.6221549,환경부,20240926.0,"[33.2538766, 126.6221549]"
생물종다양성연구소,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,8,True,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 2162-43,제주특별자치도 서귀포시 남원읍 신례동로 338,환경부,33.3155014,126.633982,환경부,20240926.0,"[33.3155014, 126.633982]"
제주농업기술원,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 강정동 3458,제주특별자치도 서귀포시 중산간서로 212,환경부,33.2609783,126.4882075,환경부,20240926.0,"[33.2609783, 126.4882075]"
성산읍사무소,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,3,True,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 1023-2,제주특별자치도 서귀포시 성산읍 일주동로 4330,환경부,33.4419996,126.9112371,환경부,20240520.0,"[33.4419996, 126.9112371]"
표선면사무소,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,2,1,True,서귀포시,제주특별자치도 서귀포시 표선면 표선리 705,제주특별자치도 서귀포시 표선면 표선중앙로 74,환경부,33.3262639,126.8306968,환경부,20240926.0,"[33.3262639, 126.8306968]"
제주영어교육도시,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 대정읍 보성리 2410,제주특별자치도 서귀포시 대정읍 에듀시티로 84,환경부,33.2876507,126.2820573,환경부,20240926.0,"[33.2876507, 126.2820573]"
성읍민속마을,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 855-3,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 6,환경부,33.3843875,126.8010543,환경부,20240926.0,"[33.3843875, 126.8010543]"
무릉문화의집,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,1,1,True,서귀포시,제주특별자치도 서귀포시 대정읍 무릉리 3314-1,제주특별자치도 서귀포시 대정읍 서삼중로 128,환경부,33.2732982,126.1990968,환경부,20240926.0,"[33.2732982, 126.1990968]"
표선생활체육관,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 표선면 하천리 1832-1,제주특별자치도 서귀포시 표선면 한마음초등로 399,환경부,33.3531941,126.8143081,환경부,20240926.0,"[33.3531941, 126.8143081]"
제주 곶자왈 도립공원입구,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 대정읍 보성리 산 1,제주특별자치도 서귀포시 대정읍 에듀시티로 178,환경부,33.2828688,126.2741612,환경부,20240926.0,"[33.2828688, 126.2741612]"
서귀포예술의전당,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 서홍동 551-1,제주특별자치도 서귀포시 태평로 270,환경부,33.2471929,126.5495543,환경부,20240926.0,"[33.2471929, 126.5495543]"
동부소방서,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,1,2,True,서귀포시,제주특별자치도 서귀포시 성산읍 오조리 933,제주특별자치도 서귀포시 성산읍 일주동로4120번길 7,환경부,33.4599752,126.9099416,환경부,20240926.0,"[33.4599752, 126.9099416]"
서귀포농업기술센터,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,3,3,True,서귀포시,제주특별자치도 서귀포시 남원읍 하례리 1558,제주특별자치도 서귀포시 남원읍 중산간동로 7413,환경부,33.2873591,126.6074596,환경부,20240926.0,"[33.2873591, 126.6074596]"
동홍동 주민센터,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 동홍동 577,제주특별자치도 서귀포시 동홍로 104,환경부,33.2578409,126.5691927,환경부,20240926.0,"[33.2578409, 126.5691927]"
영천동 주민센터,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 토평동 2202-3,제주특별자치도 서귀포시 토평로 15,환경부,33.2687052,126.5868363,환경부,20240926.0,"[33.2687052, 126.5868363]"
서귀포자치경찰대,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 서귀동 556-15,제주특별자치도 서귀포시 부두로 1,환경부,33.2448285,126.5653964,환경부,20240926.0,"[33.2448285, 126.5653964]"
안덕면사무소,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,4,4,True,서귀포시,제주특별자치도 서귀포시 안덕면 화순리 1961-1,제주특별자치도 서귀포시 안덕면 화순서서로 74,환경부,33.2575828,126.3301517,환경부,20240926.0,"[33.2575828, 126.3301517]"
서귀포 자기주도학습지원센터,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,서귀포시,제주특별자치도 서귀포시 동홍동 402-3,제주특별자치도 서귀포시 동홍중앙로7번길 19,환경부,33.2510087,126.5703921,환경부,20240926.0,"[33.2510087, 126.5703921]"
제주도청 1청사,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 연동 312-1,제주특별자치도 제주시 문연로 6,환경부,33.4890149,126.4975598,환경부,20240926.0,"[33.4890149, 126.4975598]"
제주시청,알수없음,연중무휴,00:00,24:00,True,True,DC차데모+AC3상+DC콤보,7,6,True,제주시,제주특별자치도 제주시 이도이동 1176-1,제주특별자치도 제주시 광양9길 10,환경부,33.5000829,126.5314575,환경부,20240926.0,"[33.5000829, 126.5314575]"
제주도청 제2청사,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 연동 322-1,제주특별자치도 제주시 문연로 30,환경부,33.489231,126.5008617,환경부,20240926.0,"[33.489231, 126.5008617]"
구좌읍사무소,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 구좌읍 세화리 1561-7,제주특별자치도 제주시 구좌읍 일주동로 3116,환경부,33.5228017,126.8523917,환경부,20240926.0,"[33.5228017, 126.8523917]"
한경면체육관,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 한경면 고산리 1881-2,제주특별자치도 제주시 한경면 칠전로 41,환경부,33.3009524,126.184742,환경부,20240926.0,"[33.3009524, 126.184742]"
한라도서관,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,2,True,제주시,제주특별자치도 제주시 오라이동 899-3,제주특별자치도 제주시 오남로 221,환경부,33.476041,126.5147605,환경부,20240926.0,"[33.476041, 126.5147605]"
동백동산습지센터,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 조천읍 선흘리 924,제주특별자치도 제주시 조천읍 동백로 77,환경부,33.5095629,126.7150947,환경부,20240926.0,"[33.5095629, 126.7150947]"
어리목휴게소,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 해안동 산 220-13,제주특별자치도 제주시 1100로 2070-61,환경부,33.3918158,126.494601,환경부,20240926.0,"[33.3918158, 126.494601]"
관음사지구안내소,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 오등동 산 180-3,제주특별자치도 제주시 산록북로 588,환경부,33.4224014,126.550834,환경부,20240926.0,"[33.4224014, 126.550834]"
제주소방서 항만119센터,알수없음,연중무휴,00:00,24:00,False,True,DC차데모+AC3상+DC콤보,0,1,True,제주시,제주특별자치도 제주시 건입동 902-2,제주특별자치도 제주시 임항로 146,환경부,33.5201542,126.5393726,환경부,20240926.0,"[33.5201542, 126.5393726]"
